lsoa.code,lsoa.popn
E01015026,1580
E01015028,1446
E01015163,1451
E01015165,1678
E01015024,1426
E01015082,1617
E01015083,1479
E01015084,1466
E01015090,1366
E01015091,1533
E01015092,1571
E01015093,1374
E01015094,1394
E01015085,1608
E01015087,1592
E01015088,1600
E01015147,1252
E01015148,1507
E01015030,1571
E01015070,2502
E01015081,1554
E01015086,1343
E01015089,1659
E01015029,1895
E01015064,1613
E01015065,1454
E01015071,1521
E01015076,1441
E01015142,1306
E01015143,1341
E01015144,1527
E01015146,1765
E01015149,1451
E01015150,1375
E01015063,1440
E01015068,1616
E01015069,1587
E01015095,1391
E01015096,1442
E01015074,1515
E01015077,1715
E01015079,1481
E01015102,1675
E01015104,1527
E01015035,1538
E01015037,1331
E01015058,1474
E01015066,1482
E01015067,1511
E01015072,1604
E01015073,1454
E01015078,1243
E01015080,1412
E01015106,1229
E01015039,2256
E01015040,1505
E01015041,1405
E01015075,1451
E01015145,1806
E01015120,1559
E01015121,1502
E01015123,1680
E01015124,1593
E01015125,1532
E01015033,1564
E01015034,1396
E01015036,1478
E01015038,1706
E01015101,1613
E01015098,1561
E01015099,1470
E01015100,1476
E01015103,1469
E01015105,1480
E01015107,1552
E01015110,1580
E01015111,1643
E01015119,1716
E01015112,1491
E01015113,1494
E01015114,1471
E01015118,1627
E01015122,1585
E01015042,1463
E01015044,1452
E01015167,1543
E01015168,1800
E01015171,1707
E01015055,1438
E01015056,1558
E01015057,1497
E01015059,1551
E01015060,1565
E01015176,1468
E01015108,1929
E01015109,1455
E01015115,1424
E01015116,1500
E01015117,1443
E01015031,1589
E01015032,2006
E01015049,1613
E01015050,1842
E01015051,1930
E01015169,1980
E01015170,1612
E01015173,1720
E01015174,1638
E01015061,1450
E01015062,2089
E01015175,1657
E01015177,1733
E01015178,2034
E01015043,1490
E01015045,1461
E01015046,1996
E01015047,1508
E01015048,1187
E01015053,1493
E01015054,2268
E01015152,1826
E01015156,1539
E01032657,1516
E01032658,1257
E01015052,1946
E01015179,1702
E01015180,1751
E01015181,2040
E01015182,1843
E01015151,1905
E01015153,1754
E01015155,1751
E01015157,2172
E01015158,2139
E01015172,1780
E01015126,1418
E01015127,1496
E01015131,1468
E01015132,1505
E01015133,1534
E01015135,1539
E01015136,1513
E01015137,1561
E01015138,1515
E01015139,1455
E01015141,1810
E01015128,1626
E01015129,1473
E01015130,1703
E01015134,1531
E01015140,1497
E06000029,148075
E01015431,1482
E01015432,1640
E01015433,1479
E01015434,1628
E01015379,1461
E01015435,1531
E01015436,1346
E01015437,1281
E01015395,1325
E01015396,1534
E01015397,1496
E01015398,1390
E01015399,1504
E01015400,1513
E01015401,1521
E01015412,1308
E01015413,1461
E01015414,1454
E01015415,1266
E01015416,1337
E01015407,1481
E01015408,1402
E01015409,1520
E01015410,1534
E01015411,1365
E01015417,1464
E01015418,1525
E01015419,1759
E01015420,1561
E01015421,1436
E01015422,1456
E01015380,1715
E01015381,1629
E01015382,1888
E01015383,1418
E01015384,1612
E01015385,1723
E01015438,1528
E01015439,1724
E01015441,1879
E01015442,1926
E01015443,1803
E01015444,1740
E01015386,1679
E01015387,1473
E01015388,1602
E01015389,1482
E01015390,1700
E01015391,1457
E01015392,1424
E01015393,1264
E01015394,1601
E01015440,1955
E01015447,1619
E01015449,1698
E01015456,1782
E01015457,1645
E01015445,1926
E01015446,1579
E01015448,1531
E01015450,1745
E01015451,1462
E01015458,1494
E01015460,1762
E01015461,1588
E01015462,1598
E01015463,1560
E01015464,1612
E01015427,1859
E01015428,2175
E01015429,1701
E01015430,1554
E01015465,1762
E01015466,1719
E01015468,1965
E01032659,1169
E01032660,1688
E01032661,1309
E01032662,1118
E01015423,2021
E01015424,1365
E01015425,1292
E01015426,1368
E01015452,1803
E01015453,1864
E01015454,1834
E01015455,1879
E01015459,1749
E01015402,1649
E01015403,1755
E01015404,1655
E01015405,1796
E01015406,1743
E06000025,263417
E01014985,1383
E01014986,1587
E01014987,1260
E01014988,1403
E01014989,1274
E01014990,1482
E01014991,2171
E01014992,1483
E01014993,1443
E01014884,2066
E01014885,1870
E01014929,2023
E01014930,1981
E01014863,1493
E01014864,1454
E01014962,1747
E01014963,1878
E01014861,1860
E01014862,2872
E01014953,2116
E01014954,1545
E01015014,1464
E01015015,1470
E01015016,1212
E01015017,1446
E01015018,1521
E01015019,1786
E01015020,1555
E01015021,1575
E01015022,1549
E01014886,1800
E01014887,1391
E01014888,1452
E01014889,1562
E01014872,1618
E01014874,1505
E01014876,1743
E01014877,1577
E01014879,1717
E01014881,1986
E01015009,1381
E01015010,1321
E01015011,1544
E01015012,1214
E01015013,1355
E01014946,1583
E01014947,1416
E01014948,1698
E01014949,1425
E01014950,1434
E01014951,1328
E01014952,1652
E01014873,1509
E01014875,1824
E01014878,2154
E01014880,1859
E01014882,2113
E01014883,1238
E01014911,1387
E01014912,1837
E01014913,1620
E01014914,1679
E01014892,1676
E01014893,1499
E01014894,1309
E01014895,1424
E01014896,1338
E01014979,1517
E01014980,1623
E01014982,1523
E01014983,1513
E01014984,1486
E01014998,1548
E01014999,1593
E01015000,1541
E01015001,1606
E01014978,1536
E01014981,2911
E01014996,1620
E01033331,2259
E01033333,2246
E01014904,1493
E01014905,1635
E01014906,1678
E01014907,1526
E01014908,1319
E01014909,1496
E01014910,1482
E01014867,1347
E01014868,1557
E01014994,1726
E01014995,1670
E01033338,1580
E01033339,1438
E01014901,1683
E01014902,1320
E01014903,1491
E01014965,1499
E01014964,1715
E01014966,1590
E01014967,2153
E01014969,1602
E01033334,1639
E01033336,1774
E01014897,1502
E01014898,1668
E01014899,1636
E01014900,1492
E01014959,1392
E01014960,1633
E01014961,1653
E01014968,1718
E01014865,1890
E01014869,1718
E01014870,1606
E01014871,1218
E01014890,2077
E01014891,1669
E01014955,1304
E01014956,1576
E01014957,1256
E01014974,1577
E01014977,1279
E01014922,1385
E01014923,1514
E01014924,1768
E01014973,1465
E01014975,1573
E01014976,1451
E01014925,1495
E01014926,1687
E01014927,1676
E01014928,1529
E01014958,1177
E01014915,1570
E01015003,1623
E01015005,2027
E01015007,1695
E01015008,1696
E01014943,1734
E01014944,1873
E01014972,1746
E01015002,1578
E01015004,1722
E01015006,1572
E01014936,1476
E01014938,1552
E01014939,1195
E01014940,1333
E01014941,1611
E01014942,1489
E01014945,1710
E01014916,1510
E01014917,1452
E01014918,1434
E01014919,1269
E01014920,1339
E01014921,1384
E01014866,1622
E01014931,1424
E01014932,1639
E01014933,1461
E01014934,1236
E01014935,1507
E01014937,1282
E06000030,209709
E01015519,1467
E01015520,1206
E01015521,1428
E01015522,1442
E01015523,1512
E01015524,1200
E01015543,1361
E01015544,1673
E01015545,1613
E01015546,1704
E01015513,1558
E01015514,1266
E01015515,1432
E01015516,1299
E01015517,1436
E01015555,1468
E01015556,1601
E01015557,1399
E01015558,1540
E01015559,1474
E01015560,1618
E01015526,1484
E01015528,1818
E01015529,1533
E01015530,1674
E01015506,1552
E01015507,1620
E01015527,1747
E01015580,1663
E01015473,1715
E01015474,1644
E01015547,1759
E01015548,1584
E01015549,1765
E01015550,1798
E01015551,1529
E01015552,2103
E01015553,1632
E01015554,1433
E01015508,1399
E01015509,1630
E01015510,1882
E01015511,1567
E01015562,1541
E01015563,1572
E01015565,1610
E01015566,1597
E01015578,1611
E01015579,1589
E01015581,1510
E01015582,1883
E01032708,1666
E01032716,1450
E01015481,1750
E01015482,1279
E01015483,1441
E01015484,1401
E01015485,1438
E01015486,1448
E01015561,1469
E01015564,1568
E01015567,1494
E01015568,1429
E01015475,2208
E01015476,2277
E01015477,1561
E01015480,2398
E01015538,1773
E01015572,1252
E01015573,2155
E01015575,1185
E01015479,1622
E01015493,1779
E01015574,1640
E01015576,1554
E01015499,1271
E01015500,1527
E01015504,1378
E01015505,1502
E01015494,1805
E01015496,1637
E01015497,1593
E01032714,1303
E01032715,1000
E01015537,1769
E01015539,1626
E01015540,1853
E01015541,1797
E01015542,1474
E01015478,1487
E01015498,1738
E01015532,1563
E01032706,1522
E01032707,1877
E01015501,1372
E01015502,1547
E01015503,1318
E01015569,1513
E01015570,1537
E01015571,1591
E01015487,1614
E01015488,1429
E01015489,1440
E01015490,1290
E01015491,1473
E01015492,1438
E01015533,1509
E01015534,1909
E01015535,1496
E01015536,2403
E01015583,2284
E01015584,1411
E01015585,1642
E01015586,1435
E01015587,1891
E01015588,1831
E01015525,1588
E01032700,1621
E01032703,1478
E01032705,1489
E01032709,1367
E01032713,1779
E01032701,1234
E01032702,1415
E01032704,1431
E01032711,1347
E01032712,1421
E01015471,1659
E01015472,2772
E01015512,1723
E01015518,1563
E01032710,1349
E06000027,131193
E01015262,1353
E01015263,1539
E01015264,1325
E01015265,1481
E01015266,1496
E01015236,1486
E01015237,1362
E01015238,1448
E01015239,1520
E01015249,1478
E01015250,1447
E01015251,1199
E01015252,2413
E01015253,1641
E01015254,1397
E01015257,1354
E01015258,1946
E01015259,1396
E01015260,1552
E01015240,1462
E01015241,1483
E01015242,1236
E01015243,1258
E01015214,1412
E01015215,1468
E01015216,1432
E01015218,1451
E01015217,1530
E01015255,1633
E01015256,1806
E01015261,1970
E01015267,1530
E01015268,1573
E01015269,1627
E01015270,1624
E01015271,1421
E01015224,1492
E01015225,1464
E01015226,1420
E01015227,1534
E01015228,1495
E01015230,1419
E01015202,1518
E01015203,1278
E01015204,1385
E01015205,1490
E01015206,1481
E01015190,1672
E01015191,1676
E01015192,1452
E01015193,1285
E01015194,1405
E01015195,1515
E01015196,1515
E01015229,1364
E01015231,1596
E01015232,1653
E01015233,1401
E01015234,1321
E01015235,1698
E01015219,1395
E01015220,1372
E01015221,1434
E01015222,1410
E01015223,1303
E01015197,1442
E01015198,1577
E01015199,1298
E01015200,1014
E01015201,1335
E01015183,1323
E01015184,1304
E01015185,1328
E01015186,1339
E01015187,1385
E01015188,1479
E01015189,1169
E01015244,1470
E01015245,1312
E01015246,1430
E01015247,1706
E01015248,1436
E01015209,1385
E01015210,1509
E01015212,1397
E01015213,1434
E01015207,1587
E01015208,1865
E01015211,1477
E06000054,474319
E01031887,1760
E01031934,1749
E01031935,1754
E01031936,1477
E01031885,1589
E01031947,1657
E01031948,2122
E01031949,1807
E01031954,1350
E01031955,1618
E01031956,1299
E01031962,1330
E01031886,1418
E01031892,1389
E01031893,1575
E01031894,1513
E01031957,1477
E01031958,1381
E01031959,1612
E01031960,1401
E01031963,1826
E01031964,1685
E01031967,1909
E01031969,1439
E01031944,1065
E01031946,2134
E01031961,1310
E01031965,1391
E01031966,1535
E01031968,1596
E01032699,2526
E01031939,2180
E01031940,2240
E01031950,1400
E01031951,1490
E01031907,2547
E01031910,1459
E01031914,1331
E01031915,1386
E01031919,1599
E01031920,1262
E01031905,1465
E01031906,1471
E01031908,1633
E01031909,1276
E01031925,1178
E01031926,1509
E01031927,1308
E01031911,1369
E01031912,1376
E01031913,1390
E01031917,1417
E01031918,2465
E01031928,1347
E01031841,1833
E01031868,1777
E01031873,1871
E01031874,1534
E01031884,1623
E01031891,2308
E01031904,2155
E01031937,1128
E01031938,1420
E01031916,1303
E01031921,1467
E01031922,1279
E01031923,1377
E01031924,1672
E01031895,1589
E01031896,1187
E01031897,2225
E01031898,1817
E01032690,1817
E01032691,1541
E01031900,2212
E01031901,1456
E01031902,1159
E01031903,2332
E01031888,1334
E01031889,1871
E01031890,1484
E01031929,1318
E01031930,1753
E01031931,1645
E01031932,1440
E01031933,1595
E01031941,1606
E01031942,1433
E01031952,2475
E01031953,2930
E01031861,2418
E01031862,1550
E01031863,1165
E01031864,1330
E01031865,1940
E01032063,1916
E01032064,1337
E01032065,1571
E01032073,1430
E01032074,1109
E01032043,1321
E01032044,1363
E01032057,1190
E01032070,1509
E01032071,2322
E01032072,2046
E01032062,1639
E01032066,1521
E01032067,1529
E01032068,1389
E01032069,1269
E01032058,1408
E01032059,1817
E01032060,1538
E01032061,1164
E01031866,1564
E01031869,1864
E01031870,1774
E01031871,1657
E01031850,1892
E01031851,1518
E01031852,2047
E01032688,1331
E01032689,1354
E01032692,1235
E01032693,1376
E01031853,1418
E01031854,1774
E01031855,1510
E01031856,1560
E01032045,1475
E01032046,1551
E01032047,1385
E01032048,1701
E01032049,1548
E01032050,1753
E01031845,1574
E01031846,1650
E01031848,2153
E01031872,1622
E01031876,1499
E01031843,1787
E01031847,1772
E01031849,1685
E01031877,1840
E01032077,1675
E01032078,2906
E01032079,1491
E01032080,1724
E01032085,1657
E01032086,2426
E01032087,2115
E01032099,3005
E01032100,1502
E01032101,1673
E01032102,1560
E01032096,1876
E01032097,1860
E01032098,1748
E01031844,1934
E01031857,1625
E01031858,2090
E01031883,1778
E01032092,1408
E01032093,1875
E01032094,2358
E01032095,1704
E01032088,1524
E01032089,1490
E01032090,1442
E01032091,1232
E01032053,1424
E01032083,2285
E01032084,2588
E01031842,1914
E01031867,1866
E01031882,2066
E01032052,1277
E01032054,1288
E01032055,1232
E01032056,1359
E01032121,1564
E01032115,1749
E01032116,2602
E01032117,2685
E01032118,1555
E01032119,1872
E01032694,1655
E01032695,1439
E01031859,1741
E01031860,1511
E01031878,2868
E01031879,2334
E01031880,4506
E01032697,1509
E01032698,1674
E01032104,1552
E01032105,1454
E01032107,1607
E01032108,1332
E01032110,1607
E01032111,1271
E01032112,1479
E01032113,1376
E01032103,1692
E01032106,1384
E01032109,1476
E01032114,1510
E01031988,1657
E01031998,3347
E01032026,1599
E01032696,3199
E01031989,1584
E01031996,1400
E01031997,1435
E01031999,1525
E01032051,1320
E01032075,1341
E01032076,1216
E01032081,1226
E01032082,1226
E01031974,1265
E01031975,1259
E01031976,1436
E01031977,3014
E01031978,1755
E01031979,2081
E01032013,2094
E01032032,1602
E01032033,1422
E01032034,1411
E01032010,2077
E01032035,1531
E01032036,1462
E01032037,1469
E01031984,1605
E01031985,1307
E01031986,1246
E01032017,1487
E01031980,1545
E01031981,1642
E01031982,1448
E01031983,1755
E01032018,1605
E01032019,1515
E01032020,1496
E01032025,1475
E01031990,1968
E01032004,2279
E01032027,1336
E01032038,1319
E01032039,1370
E01032040,1465
E01032001,1520
E01032002,1402
E01032003,1462
E01032024,2376
E01032014,1721
E01032015,1441
E01032016,1364
E01032021,1593
E01032000,2323
E01032011,2544
E01032012,1807
E01032008,1514
E01032009,1817
E01032022,1668
E01032005,1303
E01032006,1251
E01032007,1350
E01032023,1804
E01031970,1576
E01031971,1187
E01031972,1505
E01032041,1925
E01032042,1726
E01031991,2137
E01032029,1374
E01032030,1552
E01032031,1074
E01031973,1876
E01031992,1480
E01031993,1454
E01031994,1360
E01031995,1618
E07000040,133272
E01019902,2006
E01019938,2221
E01019967,1290
E01019927,1239
E01019932,1614
E01019933,1212
E01019934,1860
E01019928,1449
E01019929,1455
E01019930,1392
E01019931,1286
E01019925,1291
E01019959,1150
E01019960,1366
E01019962,2406
E01032628,2059
E01019886,2657
E01019887,1430
E01019888,1591
E01019889,1480
E01019966,1066
E01019891,1463
E01019892,1558
E01019893,1842
E01019903,2056
E01019899,1333
E01019900,1829
E01019935,1237
E01019936,1120
E01019961,2546
E01019939,1486
E01019940,1577
E01019942,1790
E01019943,1571
E01019944,1546
E01019890,1833
E01019901,1325
E01019951,2184
E01019946,1397
E01019947,1774
E01019948,1259
E01019949,1413
E01019950,1215
E01019952,1706
E01019953,1526
E01019954,1485
E01019955,1650
E01019956,1630
E01019957,1720
E01019958,1808
E01019937,2110
E01019945,2131
E01019963,1610
E01019898,2337
E01019964,2411
E01019965,1773
E01019904,1351
E01019905,2038
E01019906,1453
E01019907,1497
E01019908,1784
E01019909,1787
E01019910,1632
E01019911,1539
E01019894,1401
E01019895,1378
E01019896,1623
E01019897,1566
E01019920,1483
E01019921,1561
E01019922,1425
E01019923,1235
E01019924,1528
E01019916,1912
E01019917,1549
E01019918,1898
E01019919,1737
E01019912,1683
E01019913,1553
E01019914,2208
E01019915,1680
E07000041,117063
E01019998,1423
E01019999,1292
E01020001,1299
E01033233,4962
E01019990,1344
E01019991,1494
E01019993,1172
E01020000,1316
E01020007,1468
E01019992,1500
E01020002,1481
E01020003,1625
E01020004,1484
E01020005,1843
E01019997,1507
E01020019,1756
E01020020,1729
E01020021,1636
E01020022,1682
E01019980,1663
E01019982,1620
E01019983,1471
E01019984,1360
E01019985,1400
E01019987,1694
E01019989,1172
E01020006,2028
E01020008,1747
E01020009,1476
E01019986,1495
E01020036,1476
E01020037,1397
E01020039,1863
E01020040,1301
E01019994,1514
E01019995,1405
E01020016,2120
E01020017,2458
E01020018,1973
E01019996,1359
E01020023,2182
E01020024,1523
E01020025,1475
E01019975,1370
E01020029,1587
E01020030,1791
E01020031,1580
E01020032,1445
E01020026,1727
E01020027,1580
E01020035,1608
E01020038,1428
E01033232,1442
E01033234,1461
E01019973,1457
E01019974,1420
E01019976,1372
E01019977,1477
E01019981,1435
E01019988,1438
E01020010,1797
E01020013,1318
E01020014,1562
E01020015,1807
E01019968,1537
E01019969,1312
E01019970,1353
E01019971,1606
E01019972,1403
E01020011,1217
E01020012,1458
E01020033,1646
E01033235,1227
E01033236,1017
E07000042,77936
E01020046,1575
E01020049,1308
E01020050,2113
E01020077,1604
E01020047,2151
E01020051,1794
E01020066,2874
E01020080,1263
E01020063,2463
E01020074,2140
E01020075,1898
E01020052,1785
E01020053,1459
E01020065,1994
E01020067,1980
E01020048,2091
E01020078,1368
E01020079,1358
E01020081,1285
E01020045,1637
E01020059,2108
E01020062,1546
E01020064,1814
E01020054,2101
E01020055,1917
E01020057,1724
E01020058,1937
E01020043,2054
E01020044,1599
E01020056,2052
E01020071,1878
E01020072,1663
E01020073,1625
E01020076,1705
E01020082,1160
E01020068,1518
E01020069,1538
E01020070,1891
E01020083,2345
E01020041,2198
E01020042,1650
E01020060,1681
E01020061,2092
E07000043,93976
E01020111,1452
E01020112,1619
E01020114,1231
E01020115,1210
E01020099,1379
E01020100,1091
E01020101,1465
E01020126,1649
E01020113,1445
E01020116,1649
E01020117,1502
E01020118,1388
E01020090,1723
E01020108,2314
E01020109,1442
E01020089,2289
E01020091,1291
E01020092,1416
E01020093,1412
E01020110,2903
E01020088,2126
E01020120,1901
E01020127,1883
E01020132,1801
E01020133,1478
E01020134,1180
E01020139,1398
E01020094,1701
E01020095,1522
E01020140,1183
E01020141,1786
E01020096,1688
E01020123,1453
E01020124,1360
E01020125,1278
E01020102,1687
E01020103,1502
E01020104,1420
E01020128,1304
E01020129,1178
E01020130,1543
E01020105,1501
E01020106,1124
E01020107,1670
E01020119,1499
E01020084,1504
E01020085,1565
E01020086,1516
E01020121,1951
E01020122,1713
E01020097,2266
E01020131,2206
E01020135,1574
E01020136,1742
E01020137,1569
E01020087,1920
E01020098,2094
E01020138,2320
E07000044,83563
E01020144,1545
E01020145,2210
E01020146,1185
E01020149,1207
E01020148,1119
E01020157,2335
E01020160,1884
E01020176,1151
E01020177,1404
E01020180,1874
E01020181,1710
E01020182,1489
E01020183,1399
E01020184,1611
E01020153,1212
E01020156,1872
E01020170,2130
E01020188,1943
E01020161,2480
E01020162,1661
E01020163,1813
E01020164,1548
E01020165,1541
E01020166,1446
E01020167,1390
E01020142,2285
E01020143,2243
E01020150,1749
E01020151,1584
E01020152,1421
E01020154,1688
E01020155,1041
E01020147,1950
E01020158,1679
E01020159,1440
E01020190,2055
E01020171,1806
E01020185,1313
E01020186,1422
E01020187,1724
E01020168,2066
E01020169,2326
E01020189,2037
E01020174,1523
E01020175,1918
E01020178,1890
E01020172,1800
E01020173,1555
E01020179,1889
E07000045,124271
E01020243,1195
E01020262,1242
E01020263,1469
E01020274,1285
E01020240,1540
E01020241,1758
E01020242,1422
E01020244,1415
E01020245,1637
E01020205,1436
E01020258,1689
E01020259,1104
E01020273,1386
E01020203,1645
E01020206,1530
E01020220,1366
E01020221,1774
E01020222,1246
E01020223,1755
E01020229,1663
E01020230,1686
E01020231,1466
E01020232,1630
E01020228,1748
E01020233,1727
E01020234,1463
E01020235,1766
E01020202,1537
E01020204,1583
E01020236,1281
E01020237,1573
E01020265,1696
E01020266,1723
E01020267,1491
E01020268,1435
E01020270,1604
E01020250,1579
E01020252,1391
E01020253,1518
E01020254,1318
E01020255,1300
E01020257,1214
E01020264,1508
E01020269,1856
E01020271,1527
E01020272,1886
E01020200,1085
E01020201,1479
E01020251,1458
E01020260,1270
E01020261,1193
E01020208,1260
E01020209,1442
E01020210,1175
E01020219,2060
E01020191,1686
E01020194,1459
E01020207,1164
E01020256,1377
E01020211,1527
E01020217,1678
E01020218,1482
E01020224,1264
E01020216,1662
E01020225,1261
E01020226,1261
E01020227,1467
E01020212,1215
E01020213,1416
E01020214,1553
E01020215,1374
E01020195,1756
E01020196,1684
E01020197,1253
E01020198,1387
E01020199,1651
E01020246,1097
E01020247,1628
E01020248,1614
E01020249,1341
E01020192,1567
E01020193,1492
E01020238,1196
E01020239,1274
E07000046,63973
E01020275,1308
E01020276,1508
E01020297,1557
E01020299,1816
E01020298,2057
E01020300,1709
E01020310,2114
E01020280,2188
E01020281,1940
E01020282,1625
E01020277,2033
E01020278,1664
E01020279,2324
E01020283,1391
E01020284,1973
E01020285,2017
E01020288,1628
E01020292,1449
E01020295,1689
E01020296,1493
E01020304,1727
E01020305,1082
E01020306,1248
E01020307,1667
E01020287,1540
E01020303,1640
E01020308,1671
E01020311,2079
E01020291,1569
E01020293,2217
E01020294,1732
E01020302,1735
E01020309,1681
E01020286,1650
E01020289,1534
E01020290,1710
E01020301,2008
E07000047,53655
E01020320,1696
E01020321,2234
E01020322,2035
E01020326,2052
E01020327,1817
E01020328,2289
E01020329,1575
E01020330,1840
E01020318,1446
E01020319,1620
E01020323,2066
E01020339,1680
E01020314,1608
E01020325,1626
E01020331,1618
E01020340,1687
E01020332,1796
E01020333,1933
E01020334,1930
E01020335,1523
E01020336,1356
E01020337,1419
E01020338,2348
E01020317,1441
E01020324,1552
E01020341,1597
E01020342,1503
E01020312,1569
E01020313,1431
E01020315,1530
E01020316,1838
E07000048,47916
E01020343,1511
E01020344,1481
E01020345,1214
E01020365,1598
E01020351,1315
E01020352,1363
E01020353,1711
E01020359,1301
E01020366,2132
E01020349,1742
E01020350,1698
E01020357,2135
E01020358,1524
E01020369,1312
E01020370,1503
E01020371,1540
E01020372,1227
E01020346,1599
E01020347,1627
E01020348,1685
E01020363,1214
E01020360,1560
E01020361,1648
E01020364,1607
E01020367,1856
E01020368,2398
E01020354,1479
E01020355,1911
E01020356,1575
E01020362,1450
E07000049,87301
E01020373,1338
E01020374,1516
E01020389,2208
E01020397,1429
E01020416,1503
E01020417,1075
E01020418,1451
E01020419,1873
E01020420,1333
E01020411,1152
E01020412,1503
E01020413,1465
E01020414,2001
E01020415,1527
E01020403,1561
E01020404,1560
E01020405,1464
E01020406,2275
E01020396,1064
E01020398,2318
E01020409,1276
E01020410,1309
E01020421,1391
E01020422,1647
E01020423,1449
E01020424,1386
E01020425,1673
E01020377,1643
E01020379,1462
E01020380,1082
E01020381,1219
E01020390,1359
E01020391,1434
E01020392,1533
E01020393,1590
E01020394,1727
E01020375,1371
E01020376,1081
E01020378,1537
E01020407,1203
E01020408,1130
E01020426,1833
E01020427,1624
E01020428,1893
E01020429,1674
E01020395,1834
E01020399,2532
E01020400,1607
E01020401,1504
E01020402,1528
E01020382,1526
E01020383,1754
E01020384,1776
E01020385,1248
E01020386,1211
E01020387,1122
E01020388,1517
E07000050,69002
E01020443,2527
E01020447,1768
E01020463,1683
E01020464,1536
E01020440,1912
E01020450,2316
E01020462,1785
E01033156,1751
E01033158,1474
E01020454,2112
E01020455,1919
E01020456,1789
E01020457,1504
E01020433,1777
E01020434,1804
E01020449,2001
E01020458,2186
E01020459,2584
E01020444,1781
E01020445,1525
E01020446,1527
E01020460,2291
E01020442,2001
E01020452,2451
E01020453,1712
E01033154,2418
E01033159,1100
E01020435,1785
E01020436,2084
E01020437,1884
E01020438,1999
E01020439,2285
E01020430,1436
E01020431,1235
E01020432,1223
E01020441,1863
E01020448,1974
E07000051,45184
E01020465,1955
E01020469,1950
E01020470,1818
E01020471,1399
E01020472,1394
E01020473,1460
E01020474,1699
E01020475,2057
E01020476,1230
E01020477,1541
E01020485,1434
E01020486,1305
E01020487,1287
E01020488,1466
E01020489,1472
E01020490,1624
E01020491,1578
E01020492,1151
E01020493,2725
E01020466,1791
E01020467,1774
E01020468,1488
E01020478,1088
E01020479,1192
E01020480,1479
E01020481,1506
E01020482,1621
E01020483,1274
E01020484,1426
E07000052,99275
E01020542,1302
E01020543,1447
E01020544,1658
E01020546,1808
E01020547,1117
E01032642,2163
E01020497,1920
E01020508,1996
E01020541,2014
E01020550,1567
E01020494,1153
E01020495,1387
E01020496,1564
E01020506,1729
E01020530,1852
E01020534,2089
E01020509,2813
E01020510,1969
E01020529,2224
E01020539,1991
E01020540,2455
E01020511,1694
E01020532,1615
E01020533,2047
E01020535,1723
E01020498,2032
E01020499,1399
E01020500,1624
E01020501,1402
E01020507,1901
E01020517,1743
E01020531,1694
E01020536,2102
E01020502,1657
E01020503,1754
E01020504,2247
E01020526,1350
E01020527,1508
E01020528,1957
E01032641,1607
E01032643,1688
E01032644,1059
E01032645,1083
E01020518,1525
E01020519,1815
E01020520,1395
E01020523,1262
E01020524,1462
E01020525,1320
E01020505,1865
E01020537,1962
E01020538,1854
E01020549,2101
E01020512,2101
E01020513,1536
E01020514,1253
E01020515,1213
E01020516,1507
E07000053,65135
E01020551,1879
E01020552,1805
E01020570,1576
E01020571,2037
E01020557,1521
E01020558,1720
E01020559,1583
E01020560,1923
E01020561,1879
E01020574,1893
E01020575,1658
E01020576,1713
E01020579,1955
E01020580,1441
E01020553,1300
E01020554,1780
E01020555,1361
E01020556,1439
E01020581,2016
E01020582,1575
E01020572,1960
E01020573,1817
E01020577,1598
E01020578,2090
E01020583,1933
E01020584,1704
E01020585,1558
E01020586,1264
E01020587,1487
E01020588,1318
E01020589,1483
E01020563,1633
E01020569,1465
E01033200,2565
E01020562,2032
E01020564,1619
E01020565,1466
E01020566,2089
E07000078,115645
E01022163,1495
E01022164,1395
E01022165,1497
E01022166,1319
E01022143,1456
E01022144,1121
E01022145,1216
E01022146,1356
E01022122,1373
E01022160,2102
E01022161,1423
E01022162,1545
E01022139,1266
E01022151,1713
E01022152,1140
E01022153,1642
E01022154,1904
E01022120,1554
E01022121,1779
E01022147,1622
E01022157,1531
E01022159,1472
E01022131,1261
E01022132,1423
E01022133,1486
E01022134,1563
E01022148,1553
E01022149,1402
E01022150,1533
E01022155,1508
E01022156,1595
E01022158,2207
E01022100,1804
E01022101,1815
E01022102,1780
E01022140,1195
E01022141,1385
E01022142,1474
E01022116,1520
E01022117,1705
E01022119,1306
E01022124,1226
E01022125,1281
E01022126,1420
E01022127,1975
E01022106,1758
E01022107,1528
E01022108,1786
E01022123,2204
E01022135,1709
E01022136,1499
E01022137,1710
E01022138,1743
E01022174,1346
E01022103,2387
E01022104,1633
E01022105,1430
E01022109,1473
E01022110,1392
E01022111,1460
E01022112,1289
E01022167,1221
E01022168,1103
E01022169,1504
E01022170,1482
E01022171,1354
E01022172,1430
E01022173,1341
E01022113,1667
E01022114,1545
E01022115,1628
E01022118,1415
E01022128,1602
E01022129,2087
E01022130,1581
E07000079,83180
E01022179,2063
E01022182,1495
E01022183,1498
E01022184,1450
E01022185,1435
E01022177,2045
E01022178,1322
E01022205,1803
E01022211,1844
E01022212,1653
E01022180,2107
E01022181,1585
E01022214,2128
E01022222,1901
E01022186,1722
E01022187,1981
E01022201,1794
E01022216,1835
E01022175,1892
E01022207,1793
E01022213,1874
E01022215,1768
E01022188,1358
E01022189,1342
E01022190,1384
E01022196,1757
E01022197,1875
E01022194,1657
E01022195,1631
E01022199,1754
E01022200,1273
